gene	Endothelial_hemogenic	Endothelial_Nonhemogenic_nodox	Progenitor_hematopoietic_nodox	Endothelial_hemogenic_dox	Endothelial_hemogenic_nodox	Endothelial_hemogenic	Endothelial_Nonhemogenic_nodox	Progenitor_hematopoietic_nodox	Endothelial_hemogenic_dox	Endothelial_hemogenic_nodox
ENSG00000149357	96.6	87.46	167.35	171.84	93.36	105.6	116.51	198.48	142.44	128.24
ENSG00000116586	135.09	223.66	245.29	119.19	52.86	150.17	277.45	204.21	163.8	158.04
ENSG00000109270	13.06	11.18	15.44	14.68	11.84	12.96	16.13	16.77	12.83	12.99
ENSG00000188186	143.99	232.16	202.82	124.07	53.41	163.27	258.01	150.75	186.12	169.64
ENSG00000134248	73.16	91.83	80.03	69.92	44.69	67.06	74.2	73.21	52.37	95.37
ENSG00000115365	28.38	23.41	24.99	43.55	40.88	33.1	36.63	25.09	20.91	33.45
ENSG00000132434	3.16	2.36	7.07	5.77	3.71	3.65	3.57	6.66	10.28	6.38
ENSG00000147036	0.18	0.22	0.22	1.02	0.78	0.0	0.0	1.24	2.04	0.0
ENSG00000002549	39.69	79.69	101.23	69.91	58.24	48.74	49.92	102.89	105.88	39.25
ENSG00000068697	263.17	214.73	254.84	330.94	514.3	285.65	300.52	152.89	113.13	440.29
ENSG00000104341	1457.09	892.36	1116.22	1230.9	766.81	1964.92	1289.61	620.27	582.5	1094.29
ENSG00000162511	60.95	76.53	64.18	195.99	82.45	95.46	70.49	204.69	189.94	92.28
ENSG00000133424	7.33	5.95	7.33	9.59	8.69	5.2	9.3	3.13	7.09	4.25
ENSG00000155506	85.52	62.38	93.85	109.82	118.49	91.09	57.46	114.83	123.79	77.38
ENSG00000138709	30.23	61.29	33.96	33.31	56.79	23.74	23.52	35.4	33.35	22.46
ENSG00000161813	55.74	33.54	62.47	87.83	157.46	56.3	36.87	51.56	64.89	71.53
ENSG00000107929	25.49	32.84	34.34	36.15	48.43	26.42	21.57	28.57	31.2	27.06
ENSG00000166173	9.27	10.64	7.01	3.27	4.18	9.26	10.84	5.95	3.27	3.93
ENSG00000174720	87.74	96.7	87.85	91.19	73.06	98.67	74.52	102.89	120.69	91.64
ENSG00000133706	165.15	88.88	144.54	126.4	90.07	155.47	87.5	178.08	186.42	85.94
ENSG00000011376	20.41	19.01	25.21	25.5	19.84	24.78	22.6	30.25	34.92	21.56
ENSG00000232455	0.0	0.67	0.91	0.0	2.9	0.0	0.36	0.0	0.52	0.0
ENSG00000001497	173.51	141.42	171.0	161.88	158.82	184.85	127.65	178.36	235.74	139.65
ENSG00000002834	91.66	103.71	90.16	135.88	157.3	89.26	97.14	59.8	133.37	212.64
ENSG00000213658	0.0	2.71	1.85	1.41	0.76	0.66	5.75	48.67	2.91	0.94
ENSG00000086730	0.59	1.21	24.01	3.02	0.0	0.0	0.0	2.98	1.79	1.01
ENSG00000131023	15.1	13.64	15.22	21.88	31.74	19.48	9.55	19.52	27.83	17.66
ENSG00000150457	23.86	25.8	18.15	31.18	49.14	18.62	24.07	11.23	17.46	39.61
ENSG00000122188	0.06	2.25	0.35	0.66	1.1	0.29	1.77	0.37	0.84	1.26
ENSG00000204381	0.81	17.41	1.73	2.91	3.07	5.6	11.27	1.05	3.22	4.64
ENSG00000213626	83.49	140.49	39.95	211.96	627.19	50.91	144.69	3.97	39.96	516.22
ENSG00000129988	0.47	0.0	0.09	0.0	0.19	0.0	0.38	0.24	0.24	0.35
ENSG00000143815	147.0	65.55	163.17	137.62	375.18	118.16	81.51	109.84	104.27	173.03
ENSG00000138136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000179528	0.21	0.17	0.0	0.0	1.45	0.0	1.03	0.63	1.4	0.47
ENSG00000257702	2.78	1.28	1.72	1.36	1.33	1.93	3.64	0.37	0.27	1.64
ENSG00000135338	5.45	11.51	3.01	5.36	7.32	5.8	9.35	3.42	3.14	4.34
ENSG00000157578	0.0	0.1	0.15	1.7	0.0	0.8	0.6	0.0	0.47	0.0
ENSG00000213398	0.67	5.26	1.85	3.52	4.09	4.97	1.61	1.09	1.34	5.02
ENSG00000186844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000196734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000197084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000172155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000186226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000240386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000187173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000159455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000187180	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000187223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000185962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000187238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000244057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000163202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000185966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000187170	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000186207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000235942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000182866	0.0	1.15	0.0	0.96	0.0	0.0	1.02	0.0	0.0	0.0
ENSG00000172954	10.66	6.81	10.59	16.87	53.25	10.96	8.07	7.25	7.91	24.07
ENSG00000205629	32.5	52.46	36.7	28.78	14.29	25.6	71.48	30.12	36.31	25.79
ENSG00000168806	13.76	7.1	10.64	18.01	11.05	16.75	11.48	16.87	13.49	10.99
ENSG00000160349	0.0	9.48	2.14	0.0	0.0	0.0	0.0	0.0	0.0	2.71
ENSG00000187922	0.0	0.0	0.0	0.0	0.0	0.0	1.07	0.0	0.0	0.0
ENSG00000184925	0.0	0.0	1.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000177984	0.0	2.0	0.0	0.0	0.0	0.0	1.48	1.87	0.0	0.0
ENSG00000148346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.59	1.13	0.0
ENSG00000267206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000204001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000148386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000214402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000196233	4.41	7.62	6.11	6.84	11.56	4.82	7.17	4.21	4.7	6.84
ENSG00000178177	7.18	17.46	5.81	17.63	17.3	9.83	11.72	8.35	4.06	15.59
ENSG00000136167	2.4	7.96	330.73	16.43	7.6	1.57	11.38	169.39	16.03	6.99
ENSG00000043462	14.65	47.33	95.0	52.13	41.95	9.88	56.96	85.55	44.87	44.38
ENSG00000115850	0.0	0.0	0.03	0.0	0.0	0.0	0.06	0.07	0.14	0.0
ENSG00000188501	0.42	0.23	0.99	0.0	2.4	1.93	0.0	0.42	0.42	0.0
ENSG00000198728	40.69	36.23	43.26	43.33	21.99	49.91	55.2	128.37	34.59	31.77
ENSG00000169744	133.03	255.24	112.41	112.9	312.06	209.96	235.34	8.89	45.01	201.29
ENSG00000122367	0.7	0.42	1.77	0.0	0.63	0.06	0.0	0.0	0.18	0.15
ENSG00000134333	1085.85	349.23	1038.51	612.87	343.62	760.49	394.08	1033.9	673.49	373.8
ENSG00000166800	0.59	0.59	0.99	0.0	2.93	0.0	0.0	0.45	0.9	0.0
ENSG00000171989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000111716	1946.61	1730.78	2885.7	1920.88	1294.82	1850.05	1671.17	3807.39	3178.07	1489.86
ENSG00000166796	0.74	0.0	0.29	1.11	0.0	1.83	0.0	2.62	0.37	0.56
ENSG00000166816	0.0	2.54	2.91	0.0	0.0	0.16	1.07	2.49	0.43	0.0
ENSG00000130164	157.72	176.47	105.73	81.17	202.69	160.06	135.81	70.36	97.85	119.5
ENSG00000203985	3.56	2.05	0.0	0.0	0.63	0.0	2.57	0.54	0.0	0.99
ENSG00000187942	1.31	10.91	7.2	2.81	4.03	1.09	10.3	1.0	2.41	8.41
ENSG00000179241	15.58	9.63	19.03	21.51	20.08	24.07	10.76	48.2	24.35	11.42
ENSG00000168675	0.54	2.22	4.43	0.0	0.49	0.96	2.49	9.16	0.73	1.06
ENSG00000157978	7.12	10.65	7.51	6.8	5.91	4.17	11.13	5.96	7.86	11.33
ENSG00000182195	20.05	45.38	30.05	13.79	12.04	32.26	44.17	16.61	14.12	8.86
ENSG00000188636	9.93	10.07	19.52	26.02	16.43	10.63	16.47	11.87	14.75	14.74
ENSG00000164406	0.0	0.0	2.1	0.0	0.0	3.3	0.0	4.05	1.0	2.0
ENSG00000136110	2.7	5.1	1.24	0.0	0.0	1.55	1.51	0.0	0.0	0.0
ENSG00000145826	0.0	0.0	0.0	0.0	2.43	0.53	0.0	0.0	0.21	0.0
ENSG00000138795	13.41	6.13	9.13	19.98	11.93	26.76	6.06	22.74	17.68	6.7
ENSG00000232021	4.65	0.0	1.37	0.0	3.57	0.0	2.15	2.71	1.88	2.62
ENSG00000243709	0.55	1.65	0.0	2.08	1.81	0.78	0.22	0.98	2.56	0.83
ENSG00000143768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.97	0.17	0.0
ENSG00000197980	0.0	0.0	1.27	1.04	0.0	0.0	0.0	0.7	0.0	0.0
ENSG00000203784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000186007	0.0	1.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000226235	1.45	1.22	1.83	1.0	2.67	1.93	0.0	0.84	0.59	2.34
ENSG00000161904	39.04	45.06	36.0	31.68	42.95	33.07	53.24	19.84	19.79	82.17
ENSG00000174106	25.89	25.22	28.11	30.29	55.14	20.24	29.61	21.82	22.03	38.39
ENSG00000163352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.73	0.0
ENSG00000105617	44.36	53.47	16.89	42.29	22.12	18.82	36.78	32.21	54.82	38.35
ENSG00000167615	49.6	88.88	47.22	97.43	65.42	53.53	122.46	79.07	53.5	69.51
ENSG00000275183	3.57	1.52	1.48	0.0	2.1	1.49	0.56	4.02	1.64	2.45
ENSG00000166477	114.72	123.28	141.88	131.62	138.42	99.51	109.37	146.8	191.63	121.27
ENSG00000174697	0.0	0.0	0.0	0.0	0.0	0.0	1.45	0.13	0.19	0.37
ENSG00000116678	23.53	27.31	9.01	16.71	4.2	14.18	28.92	39.3	18.98	7.86
ENSG00000117385	202.93	244.75	159.04	154.17	118.69	217.91	243.27	74.82	111.32	121.29
ENSG00000090530	136.15	69.41	26.91	22.55	34.52	174.63	83.39	27.64	7.06	19.29
ENSG00000110811	57.74	98.3	33.44	25.03	22.25	50.64	54.93	24.21	38.02	25.53
ENSG00000141696	22.84	47.24	32.79	24.8	20.51	29.37	40.16	21.22	32.18	15.83
ENSG00000213625	36.59	42.43	47.07	54.47	55.19	48.57	64.81	41.01	29.18	51.38
ENSG00000104660	74.58	68.25	98.63	121.7	174.05	87.53	67.8	69.58	68.57	137.65
ENSG00000168924	32.67	50.51	78.46	36.36	28.24	35.4	30.08	69.23	69.94	32.56
ENSG00000165046	1.23	2.51	0.63	1.59	2.41	3.04	2.98	0.81	1.33	1.21
ENSG00000050426	20.75	24.01	30.01	19.69	17.41	13.53	24.09	33.47	23.17	13.94
ENSG00000213921	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000106003	37.35	69.47	38.15	59.97	228.42	27.64	98.57	7.69	26.09	153.1
ENSG00000100097	383.06	796.85	231.02	329.14	198.53	462.28	678.52	52.43	169.34	432.61
ENSG00000133317	3.15	0.0	0.62	0.0	0.0	1.1	0.0	1.84	0.79	0.0
ENSG00000105198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000006659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000249861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000226025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000100079	0.0	0.0	12.32	0.0	0.0	0.0	2.94	0.0	0.0	0.0
ENSG00000131981	1.29	2.1	37.1	0.0	0.19	2.29	8.81	0.0	0.0	0.0
ENSG00000108679	0.26	0.21	2.1	0.3	0.32	4.6	2.69	3.39	1.18	0.0
ENSG00000171747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53
ENSG00000205076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000178934	1.99	3.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5
ENSG00000116977	14.8	22.76	20.76	20.63	24.98	10.98	29.73	12.69	11.69	19.4
ENSG00000223776	0.0	0.68	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0
ENSG00000168961	0.0	5.66	21.6	0.0	1.38	1.08	1.08	6.0	1.27	1.69
ENSG00000170298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000171916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000119862	6.28	24.52	15.16	12.12	15.49	16.72	18.56	32.1	15.64	9.0
ENSG00000108231	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.57	0.0	0.0
ENSG00000153012	0.37	0.49	4.21	0.0	0.0	0.0	0.72	0.21	0.0	0.31
ENSG00000168481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000153902	0.41	1.58	0.55	0.69	0.0	0.11	0.74	0.47	0.15	0.23
ENSG00000100600	47.98	106.05	89.5	26.74	55.55	45.79	127.11	10.11	17.25	49.9
ENSG00000205213	23.1	11.41	19.71	10.44	8.4	31.29	10.74	32.5	15.85	7.29
ENSG00000139292	8.29	0.92	0.06	6.7	0.0	30.83	0.25	0.16	0.77	0.46
ENSG00000133067	0.0	0.0	0.98	0.0	0.0	0.0	0.1	0.15	0.0	0.0
ENSG00000146166	0.17	0.47	0.11	0.43	0.28	0.27	0.26	0.08	0.15	0.25
ENSG00000104826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000138039	0.0	0.0	0.0	0.0	0.0	0.61	0.0	0.0	0.0	0.0
ENSG00000183722	34.76	45.08	61.87	37.56	64.25	29.11	54.18	14.02	22.35	52.64
ENSG00000182508	0.68	1.93	0.0	0.0	0.0	2.7	1.02	0.0	0.0	0.0
ENSG00000145685	6.37	10.12	20.5	7.59	10.95	9.19	17.67	33.09	14.18	12.95
ENSG00000187416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000226869	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000225329	0.0	0.0	0.77	0.0	0.0	0.0	1.96	0.0	0.0	0.0
ENSG00000156959	0.0	0.05	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0
ENSG00000197753	0.83	1.72	0.25	0.94	5.2	0.25	1.5	1.16	1.45	2.31
ENSG00000107902	5.67	8.68	10.27	2.55	1.38	1.4	8.15	9.16	5.09	2.12
ENSG00000273706	65.98	11.53	2.8	15.08	4.41	113.47	19.51	0.65	1.81	2.51
ENSG00000106689	0.37	0.1	0.07	0.28	0.0	0.0	0.0	0.0	0.37	0.0
ENSG00000107187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000121454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000089116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000106852	0.36	0.51	0.16	2.01	0.0	0.09	0.43	0.14	0.81	2.01
ENSG00000162624	0.17	0.0	0.22	0.0	0.0	1.8	1.02	0.26	0.13	0.0
ENSG00000143355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000121897	18.42	9.8	19.26	27.18	8.67	9.99	8.2	22.12	21.7	12.96
ENSG00000128342	0.0	0.63	0.0	1.75	1.33	0.0	0.0	0.0	1.52	0.0
ENSG00000113594	41.55	152.15	42.78	18.61	119.07	50.26	132.63	2.68	9.56	55.68
ENSG00000105486	54.39	37.94	68.54	57.14	66.29	50.66	28.31	81.57	106.17	56.68
ENSG00000005156	43.09	57.03	37.6	36.27	36.43	57.31	39.9	32.66	37.97	29.01
ENSG00000174405	20.02	41.64	28.14	40.64	30.52	23.85	36.35	20.95	33.15	33.02
ENSG00000104974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000239998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000239961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000187116	0.0	0.0	0.14	0.52	1.16	0.0	0.0	0.0	0.0	0.0
ENSG00000244482	0.43	0.27	0.18	0.0	0.0	0.0	0.64	0.51	0.22	0.51
ENSG00000104972	0.11	0.43	0.0	0.0	0.14	0.0	0.0	0.0	0.46	0.72
ENSG00000131042	0.0	0.33	1.02	0.0	0.0	0.0	0.0	0.46	0.0	0.0
ENSG00000204577	0.49	1.12	0.49	0.0	0.0	0.08	1.0	0.61	0.76	0.2
ENSG00000186818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000105609	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000170858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000105370	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000050405	59.91	62.02	64.09	76.79	85.6	64.13	43.73	48.3	60.65	58.77
ENSG00000064042	40.0	170.64	74.28	38.18	234.29	19.32	142.58	4.34	40.65	210.49
ENSG00000144791	16.98	19.82	9.92	32.47	85.9	15.1	20.41	15.55	21.78	44.36
ENSG00000230530	0.0	0.84	0.0	0.0	0.0	0.69	0.78	0.78	0.87	0.29
ENSG00000136490	5.01	8.11	10.18	16.68	8.39	13.98	12.53	13.61	11.47	11.53
ENSG00000203896	1.77	0.0	0.6	1.14	0.0	0.81	2.44	0.77	2.28	1.71
ENSG00000106683	37.69	46.87	40.14	47.69	40.9	44.18	56.79	28.64	48.51	33.86
ENSG00000182541	35.98	173.89	59.35	46.15	80.11	27.77	105.81	27.22	39.46	72.43
ENSG00000169756	61.04	173.91	98.09	136.84	203.5	66.42	140.4	78.25	114.98	214.3
ENSG00000072163	1.59	1.3	1.55	0.77	0.0	2.63	3.09	0.26	0.77	0.77
ENSG00000256977	2.64	12.08	7.37	5.36	6.45	1.63	9.71	3.24	6.17	10.01
ENSG00000256671	2.64	12.08	7.37	5.36	6.45	1.63	9.71	3.24	6.17	10.01
ENSG00000131914	340.93	97.78	71.2	193.4	188.66	326.62	113.76	147.3	248.82	128.66
ENSG00000187772	75.45	37.66	55.12	62.18	53.64	74.98	38.18	65.2	51.05	32.93
ENSG00000267796	13.73	16.58	8.77	8.34	6.15	8.42	4.8	4.02	7.55	8.34
ENSG00000205659	8.06	4.6	10.93	11.92	9.04	11.11	9.39	11.84	13.71	9.73
ENSG00000189308	14.56	4.54	12.76	20.49	25.5	12.67	10.39	10.72	15.59	16.11
ENSG00000111052	6.14	17.86	4.82	2.78	5.43	6.8	15.12	1.12	5.55	5.0
ENSG00000104863	2.89	9.09	1.96	0.0	1.01	0.0	3.98	0.0	0.31	0.0
ENSG00000148943	17.75	17.82	15.07	20.2	26.62	15.56	14.97	10.51	11.66	14.04
ENSG00000183814	16.7	4.0	13.41	19.69	29.59	14.19	5.89	12.92	14.56	18.16
ENSG00000258609	1.07	2.69	0.27	0.0	0.0	0.61	0.16	0.35	0.43	0.0
ENSG00000233354	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000125514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000231459	0.0	0.15	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0
ENSG00000225969	0.0	0.0	0.0	0.0	0.0	0.0	0.83	0.0	0.0	0.0
ENSG00000254008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000259527	0.0	0.0	0.0	0.0	1.23	0.0	0.0	0.0	0.0	0.0
ENSG00000182310	0.76	1.73	1.98	0.0	2.23	3.06	1.28	1.61	2.74	1.37
ENSG00000178947	0.43	12.58	5.88	0.0	1.04	0.72	17.13	0.83	0.19	0.96
ENSG00000196972	2.52	3.04	0.9	0.24	1.16	2.12	0.99	1.38	1.9	0.47
ENSG00000225194	1.38	5.24	1.65	4.94	4.39	2.92	3.77	1.51	2.06	1.62
ENSG00000235106	5.6	9.69	5.88	5.59	9.92	5.24	12.0	2.35	4.61	3.3
ENSG00000230542	0.68	1.53	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.6
ENSG00000227702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000232401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000225298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000223806	1.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05	2.21
ENSG00000225880	1.37	3.36	1.09	3.1	0.0	0.0	3.31	1.05	1.03	0.0
ENSG00000175701	3.47	4.07	1.1	8.76	2.75	3.42	2.99	3.5	4.36	1.25
ENSG00000222041	28.89	60.74	40.63	57.61	44.17	52.51	52.52	90.31	128.44	133.88
ENSG00000185433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000226935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000275874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000234880	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000233220	1.14	1.09	0.39	0.41	1.87	0.0	0.45	0.31	0.24	0.0
ENSG00000196668	0.0	0.92	1.78	0.0	0.0	0.0	0.0	8.02	0.0	0.0
ENSG00000179406	1.03	0.7	0.69	0.45	0.0	2.15	0.56	1.71	0.55	1.45
ENSG00000196421	0.17	1.05	0.03	0.0	0.0	0.0	0.0	0.09	0.04	0.5
ENSG00000224939	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29
ENSG00000215533	0.0	1.55	0.0	0.35	1.93	0.0	0.0	0.0	0.27	0.0
ENSG00000229205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000232224	0.0	2.12	0.0	0.0	0.0	0.0	2.15	0.0	0.0	0.18
ENSG00000231976	0.0	1.13	0.0	0.0	0.0	0.25	0.0	0.07	0.0	0.0
ENSG00000187012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000170983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000231814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000270816	0.5	0.84	0.0	0.0	1.28	0.0	0.06	0.0	0.17	0.0
ENSG00000203801	0.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000276210	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000234300	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000277142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.86	0.0
ENSG00000196553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000258512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000224843	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.0	0.0	0.0
ENSG00000229214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000279418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000280725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000281219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000259974	0.72	0.29	10.93	1.08	3.24	0.0	0.65	0.18	0.04	0.54
ENSG00000235823	13.0	19.0	6.14	1.68	5.32	29.99	24.63	18.76	8.09	10.11
ENSG00000233261	0.0	0.0	0.0	0.0	0.0	0.0	0.68	0.0	0.0	0.0
ENSG00000188185	2.25	2.94	1.42	4.16	1.65	2.35	3.01	1.43	3.27	3.02
ENSG00000149656	0.0	0.0	0.0	0.97	0.0	0.0	0.0	2.92	0.89	1.03
ENSG00000231028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000203729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000256642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0
ENSG00000212766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.53
ENSG00000231535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000281106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0
ENSG00000233725	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0
ENSG00000248197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000253314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000280798	13.4	17.27	10.22	18.45	30.54	11.62	21.39	7.73	6.27	18.29
ENSG00000224329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000236790	0.0	0.0	0.0	0.0	0.36	0.0	0.0	1.81	0.22	0.67
ENSG00000181995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000176754	0.0	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000180422	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000179676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000227342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000184856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
